RetainedRef	DuplicateRef
ENST00000470224.1	ENST00000474943.1
ENST00000632448.1	ENST00000564187.1
ENST00000633464.1	ENST00000527485.5
ENST00000625952.1	ENST00000418264.1
ENST00000619463.1	ENST00000334266.1
ENST00000673492.1	ENST00000573724.1
ENST00000708874.1	ENST00000372780.6
ENST00000708095.1	ENST00000631224.2
ENST00000633634.3	ENST00000645731.2
ENST00000618341.1	ENST00000503793.1
ENST00000414187.6	ENST00000416977.6
ENST00000414187.6	ENST00000434282.6
ENST00000634008.1	ENST00000449603.5
ENST00000708975.1	ENST00000546572.1
ENST00000643169.1	ENST00000561435.5
ENST00000673478.1	ENST00000511850.1
ENST00000550694.2	ENST00000548653.2
ENST00000550694.2	ENST00000552062.2
ENST00000708072.1	ENST00000558710.2
ENST00000633006.1	ENST00000531912.1
ENST00000433114.2	ENST00000399658.7
ENST00000633859.1	ENST00000561043.5
ENST00000643054.1	ENST00000452415.1
ENST00000707647.1	ENST00000696050.1
ENST00000710018.1	ENST00000426821.6
ENST00000627647.2	ENST00000496554.5
ENST00000473964.5	ENST00000625637.2
ENST00000445578.5	ENST00000633787.1
ENST00000632260.1	ENST00000538551.1
ENST00000466627.1	ENST00000489013.1
ENST00000466627.1	ENST00000490907.1
ENST00000466627.1	ENST00000496701.1
ENST00000466627.1	ENST00000489721.1
ENST00000673441.1	ENST00000565769.5
ENST00000648135.1	ENST00000648048.1
ENST00000645789.1	ENST00000529090.5
ENST00000469460.1	ENST00000465353.1
ENST00000469460.1	ENST00000498119.1
ENST00000469460.1	ENST00000491492.1
ENST00000469460.1	ENST00000494299.1
ENST00000643973.1	ENST00000559449.5
ENST00000631517.1	ENST00000616237.1
ENST00000643803.1	ENST00000456667.7
ENST00000433767.1	ENST00000413867.1
ENST00000628944.1	ENST00000553975.1
ENST00000710343.1	ENST00000474904.5
ENST00000629834.1	ENST00000429595.1
ENST00000494518.1	ENST00000571318.5
ENST00000293861.8	ENST00000710415.1
ENST00000627835.1	ENST00000593605.1
ENST00000708223.1	ENST00000559452.5
ENST00000707629.1	ENST00000643770.2
ENST00000640299.1	ENST00000520969.5
ENST00000647023.1	ENST00000525792.5
ENST00000465691.1	ENST00000467696.1
ENST00000465691.1	ENST00000466331.1
ENST00000465691.1	ENST00000482977.1
ENST00000465691.1	ENST00000471249.1
ENST00000465691.1	ENST00000463481.1
ENST00000465691.1	ENST00000496579.5
ENST00000640320.1	ENST00000518219.5
ENST00000650288.1	ENST00000626976.1
ENST00000711174.1	ENST00000448477.6
ENST00000424579.5	ENST00000447979.5
ENST00000710537.1	ENST00000563403.1
ENST00000649982.1	ENST00000647891.1
ENST00000707253.1	ENST00000684726.1
ENST00000642776.1	ENST00000440487.6
ENST00000709022.1	ENST00000529003.1
ENST00000629471.1	ENST00000599159.1
ENST00000650001.2	ENST00000621252.2
ENST00000650001.2	ENST00000335479.2
ENST00000632733.1	ENST00000524900.1
ENST00000633519.1	ENST00000611794.1
ENST00000633275.1	ENST00000518372.1
ENST00000447252.6	ENST00000419528.6
ENST00000548693.4	ENST00000552434.5
ENST00000548693.4	ENST00000446312.5
ENST00000634500.2	ENST00000382280.8
ENST00000604515.1	ENST00000623653.1
ENST00000708332.1	ENST00000673410.1
ENST00000617235.2	ENST00000537233.6
ENST00000635712.1	ENST00000445848.2
ENST00000574381.1	ENST00000368659.3
ENST00000707616.1	ENST00000521578.6
ENST00000613662.1	ENST00000574870.1
ENST00000613662.1	ENST00000390677.2
ENST00000640879.1	ENST00000584444.5
ENST00000708166.1	ENST00000569510.5
ENST00000498305.5	ENST00000477036.5
ENST00000673068.1	ENST00000541042.5
ENST00000633202.1	ENST00000572830.5
ENST00000710238.1	ENST00000635344.1
ENST00000643383.1	ENST00000543818.5
ENST00000708234.1	ENST00000561434.1
ENST00000479062.5	ENST00000465355.5
ENST00000479062.5	ENST00000467000.5
ENST00000479062.5	ENST00000462081.5
ENST00000479062.5	ENST00000487764.5
ENST00000479062.5	ENST00000495981.5
ENST00000633753.1	ENST00000575372.5
ENST00000709064.1	ENST00000461277.2
ENST00000639043.1	ENST00000571802.1
ENST00000434916.1	ENST00000438403.1
ENST00000710197.1	ENST00000703854.1
ENST00000639909.2	ENST00000319449.9
ENST00000419792.6	ENST00000436628.6
ENST00000419792.6	ENST00000421473.6
ENST00000419792.6	ENST00000422650.6
ENST00000419792.6	ENST00000432462.6
ENST00000638662.1	ENST00000575379.1
ENST00000550393.4	ENST00000552467.2
ENST00000550393.4	ENST00000546462.4
ENST00000482058.5	ENST00000495335.5
ENST00000673145.1	ENST00000589545.1
ENST00000708334.1	ENST00000306549.6
ENST00000639925.1	ENST00000488221.5
ENST00000625819.1	ENST00000509261.1
ENST00000709854.1	ENST00000282111.4
ENST00000445888.6	ENST00000619485.4
ENST00000618793.1	ENST00000477720.1
ENST00000709012.1	ENST00000641993.1
ENST00000643212.1	ENST00000524501.1
ENST00000629691.3	ENST00000157812.7
ENST00000438134.5	ENST00000411778.5
ENST00000438134.5	ENST00000455034.5
ENST00000438134.5	ENST00000427784.5
ENST00000438134.5	ENST00000418160.5
ENST00000708385.1	ENST00000624896.1
ENST00000616517.4	ENST00000614290.4
ENST00000629514.2	ENST00000437086.5
ENST00000711224.1	ENST00000355805.7
ENST00000708600.1	ENST00000489057.1
ENST00000638520.3	ENST00000638801.3
ENST00000640556.1	ENST00000517842.2
ENST00000615224.2	ENST00000613474.4
ENST00000615224.2	ENST00000621056.2
ENST00000615224.2	ENST00000439687.6
ENST00000672563.1	ENST00000570627.1
ENST00000709319.1	ENST00000565925.5
ENST00000631490.1	ENST00000620329.1
ENST00000709935.1	ENST00000312541.10
ENST00000640690.1	ENST00000518235.5
ENST00000496881.1	ENST00000469920.1
ENST00000496881.1	ENST00000481309.5
ENST00000496881.1	ENST00000473009.1
ENST00000496881.1	ENST00000483318.5
ENST00000708134.1	ENST00000627137.2
ENST00000646467.1	ENST00000529288.1
ENST00000570321.5	ENST00000549257.5
ENST00000613410.1	ENST00000618388.4
ENST00000672291.1	ENST00000590223.1
ENST00000644705.1	ENST00000560777.5
ENST00000671976.1	ENST00000483662.2
ENST00000632104.1	ENST00000620927.1
ENST00000633204.1	ENST00000523210.1
ENST00000640537.2	ENST00000644637.2
ENST00000709674.1	ENST00000477767.1
ENST00000632177.1	ENST00000576051.5
ENST00000621007.1	ENST00000513172.1
ENST00000645230.1	ENST00000561041.5
ENST00000645867.1	ENST00000560046.1
ENST00000632013.1	ENST00000574733.5
ENST00000631825.1	ENST00000573236.5
ENST00000634969.1	ENST00000586513.4
ENST00000631672.1	ENST00000560681.1
ENST00000414272.5	ENST00000419855.5
ENST00000414272.5	ENST00000453931.5
ENST00000414272.5	ENST00000438332.5
ENST00000673216.1	ENST00000587533.1
ENST00000708401.1	ENST00000698887.1
ENST00000617881.3	ENST00000267594.5
ENST00000644897.1	ENST00000559250.5
ENST00000632922.1	ENST00000617591.4
ENST00000459762.5	ENST00000470803.5
ENST00000459762.5	ENST00000495860.5
ENST00000459762.5	ENST00000466820.1
ENST00000632857.1	ENST00000619262.4
ENST00000633588.1	ENST00000612839.1
ENST00000710057.1	ENST00000445167.7
ENST00000645116.1	ENST00000539237.6
ENST00000709782.1	ENST00000651060.1
ENST00000636899.1	ENST00000498520.1
ENST00000709310.1	ENST00000570195.5
ENST00000477472.5	ENST00000465837.5
ENST00000640538.1	ENST00000639999.1
ENST00000610497.1	ENST00000619358.1
ENST00000610497.1	ENST00000618903.1
ENST00000638405.1	ENST00000523835.5
ENST00000616274.4	ENST00000398285.7
ENST00000637084.1	ENST00000692585.1
ENST00000626461.1	ENST00000539940.1
ENST00000709201.1	ENST00000648095.1
ENST00000490158.5	ENST00000471153.5
ENST00000490158.5	ENST00000482830.1
ENST00000648420.1	ENST00000647554.1
ENST00000455287.1	ENST00000456449.1
ENST00000455287.1	ENST00000431191.1
ENST00000455287.1	ENST00000416048.1
ENST00000455287.1	ENST00000418190.1
ENST00000455287.1	ENST00000426795.1
ENST00000707992.1	ENST00000480349.1
ENST00000634037.1	ENST00000567420.1
ENST00000645200.1	ENST00000558914.5
ENST00000709731.1	ENST00000397119.8
ENST00000621393.1	ENST00000615704.1
ENST00000632767.1	ENST00000461009.1
ENST00000708122.1	ENST00000596356.5
ENST00000649955.1	ENST00000648874.1
ENST00000639270.1	ENST00000520019.1
ENST00000452615.6	ENST00000453490.6
ENST00000452615.6	ENST00000434337.6
ENST00000452615.6	ENST00000450601.6
ENST00000452615.6	ENST00000441375.6
ENST00000452615.6	ENST00000383230.8
ENST00000627517.2	ENST00000383744.8
ENST00000671911.1	ENST00000462675.1
ENST00000626136.2	ENST00000631183.2
ENST00000633944.1	ENST00000575848.5
ENST00000625757.3	ENST00000323039.10
ENST00000707242.1	ENST00000447622.1
ENST00000633369.1	ENST00000570205.1
ENST00000626630.2	ENST00000296091.8
ENST00000626271.3	ENST00000371899.9
ENST00000630144.2	ENST00000485623.5
ENST00000640743.2	ENST00000321105.10
ENST00000673424.1	ENST00000524753.4
ENST00000444402.6	ENST00000425649.6
ENST00000444402.6	ENST00000454478.6
ENST00000709233.1	ENST00000268668.11
ENST00000710601.1	ENST00000541871.1
ENST00000632005.1	ENST00000390634.3
ENST00000708994.1	ENST00000628251.1
ENST00000708994.1	ENST00000524645.1
ENST00000646890.1	ENST00000526331.5
ENST00000632486.1	ENST00000621960.1
ENST00000707263.1	ENST00000684557.1
ENST00000709520.1	ENST00000328848.6
ENST00000574718.2	ENST00000391970.3
ENST00000615978.4	ENST00000618863.1
ENST00000454640.1	ENST00000434495.1
ENST00000454640.1	ENST00000423190.1
ENST00000454640.1	ENST00000428544.1
ENST00000454640.1	ENST00000452951.1
ENST00000454640.1	ENST00000448756.1
ENST00000470845.1	ENST00000489659.1
ENST00000470845.1	ENST00000498427.1
ENST00000470845.1	ENST00000489513.1
ENST00000632325.1	ENST00000519283.1
ENST00000632975.1	ENST00000570299.5
ENST00000621785.1	ENST00000616700.1
ENST00000473198.1	ENST00000488105.1
ENST00000473198.1	ENST00000498723.1
ENST00000473198.1	ENST00000480009.1
ENST00000473198.1	ENST00000496171.1
ENST00000626413.3	ENST00000298573.9
ENST00000707291.1	ENST00000344604.10
ENST00000443673.6	ENST00000454382.6
ENST00000443673.6	ENST00000452985.6
ENST00000707269.1	ENST00000684232.1
ENST00000621226.2	ENST00000707307.1
ENST00000633129.1	ENST00000562896.1
ENST00000634995.1	ENST00000392079.7
ENST00000646203.1	ENST00000467415.5
ENST00000707660.1	ENST00000409561.2
ENST00000460279.1	ENST00000474974.1
ENST00000460279.1	ENST00000480998.1
ENST00000460279.1	ENST00000481824.1
ENST00000460279.1	ENST00000470883.1
ENST00000460279.1	ENST00000478213.1
ENST00000430240.1	ENST00000415370.1
ENST00000430240.1	ENST00000443476.1
ENST00000430240.1	ENST00000430966.1
ENST00000430240.1	ENST00000437487.1
ENST00000430240.1	ENST00000432739.1
ENST00000456155.1	ENST00000445443.1
ENST00000456155.1	ENST00000421590.1
ENST00000456155.1	ENST00000439522.1
ENST00000456155.1	ENST00000383415.2
ENST00000456155.1	ENST00000375824.1
ENST00000642832.1	ENST00000559005.2
ENST00000646580.1	ENST00000530668.1
ENST00000640772.2	ENST00000647019.1
ENST00000640772.2	ENST00000640177.2
ENST00000640772.2	ENST00000646860.1
ENST00000640772.2	ENST00000640919.2
ENST00000640772.2	ENST00000644389.1
ENST00000640772.2	ENST00000639016.2
ENST00000640772.2	ENST00000644102.1
ENST00000394688.8	ENST00000710357.1
ENST00000574749.5	ENST00000350210.6
ENST00000630700.2	ENST00000371911.7
ENST00000548188.1	ENST00000546461.3
ENST00000548188.1	ENST00000547684.1
ENST00000548188.1	ENST00000544672.5
ENST00000708968.1	ENST00000672797.1
ENST00000672245.1	ENST00000269720.6
ENST00000708979.1	ENST00000548258.5
ENST00000709168.1	ENST00000641630.1
ENST00000644696.1	ENST00000375944.7
ENST00000411492.1	ENST00000449871.1
ENST00000411492.1	ENST00000435280.1
ENST00000411492.1	ENST00000432980.1
ENST00000411492.1	ENST00000375863.7
ENST00000644166.1	ENST00000424781.6
ENST00000494256.5	ENST00000467836.5
ENST00000494256.5	ENST00000493047.5
ENST00000494256.5	ENST00000463248.5
ENST00000494256.5	ENST00000485077.5
ENST00000448702.1	ENST00000374520.1
ENST00000672504.1	ENST00000330579.6
ENST00000439436.5	ENST00000429792.5
ENST00000439436.5	ENST00000412283.5
ENST00000439436.5	ENST00000444783.5
ENST00000439436.5	ENST00000450047.5
ENST00000439436.5	ENST00000436969.5
ENST00000439436.5	ENST00000433520.5
ENST00000439436.5	ENST00000433492.5
ENST00000614397.4	ENST00000355296.8
ENST00000672271.1	ENST00000571575.5
ENST00000639021.2	ENST00000293829.9
ENST00000631996.1	ENST00000558206.1
ENST00000538258.1	ENST00000544899.1
ENST00000633889.1	ENST00000572153.5
ENST00000482781.1	ENST00000481943.1
ENST00000482781.1	ENST00000459705.1
ENST00000551350.5	ENST00000552605.4
ENST00000551350.5	ENST00000552116.2
ENST00000709342.1	ENST00000638948.1
ENST00000635111.1	ENST00000600741.1
ENST00000627937.1	ENST00000439130.1
ENST00000632184.1	ENST00000428923.1
ENST00000645613.1	ENST00000532329.1
ENST00000707935.1	ENST00000378072.5
ENST00000672700.1	ENST00000673192.1
ENST00000647197.1	ENST00000543456.1
ENST00000625009.1	ENST00000618980.1
ENST00000673026.1	ENST00000323940.9
ENST00000576520.1	ENST00000468267.1
ENST00000672297.1	ENST00000540394.5
ENST00000615434.4	ENST00000414417.6
ENST00000630714.1	ENST00000601972.1
ENST00000484258.5	ENST00000462922.5
ENST00000480410.1	ENST00000495902.1
ENST00000480410.1	ENST00000494285.1
ENST00000480410.1	ENST00000465429.1
ENST00000496685.1	ENST00000480731.1
ENST00000633252.1	ENST00000539995.5
ENST00000498185.5	ENST00000467139.5
ENST00000709753.1	ENST00000479806.1
ENST00000640470.1	ENST00000401985.3
ENST00000547421.1	ENST00000550508.1
ENST00000547421.1	ENST00000547676.1
ENST00000547421.1	ENST00000546405.1
ENST00000547421.1	ENST00000548716.1
ENST00000547421.1	ENST00000548848.1
ENST00000673347.1	ENST00000593092.1
ENST00000632074.1	ENST00000461749.1
ENST00000646336.1	ENST00000559850.5
ENST00000673201.1	ENST00000535451.5
ENST00000619822.4	ENST00000614917.4
ENST00000619822.4	ENST00000618805.4
ENST00000619822.4	ENST00000614893.4
ENST00000619822.4	ENST00000614433.4
ENST00000619822.4	ENST00000619414.4
ENST00000619822.4	ENST00000639178.1
ENST00000619822.4	ENST00000611943.4
ENST00000619822.4	ENST00000391725.7
ENST00000633590.1	ENST00000590362.1
ENST00000475203.5	ENST00000474773.5
ENST00000475203.5	ENST00000461626.5
ENST00000475203.5	ENST00000472676.5
ENST00000475203.5	ENST00000485663.5
ENST00000475203.5	ENST00000461483.5
ENST00000672546.1	ENST00000545304.1
ENST00000646732.1	ENST00000645169.1
ENST00000645497.1	ENST00000560788.1
ENST00000470081.1	ENST00000495738.1
ENST00000470081.1	ENST00000465840.1
ENST00000470081.1	ENST00000460877.1
ENST00000470081.1	ENST00000473547.1
ENST00000470081.1	ENST00000489979.1
ENST00000708006.1	ENST00000462224.5
ENST00000631568.1	ENST00000522971.5
ENST00000709553.1	ENST00000496448.6
ENST00000709676.1	ENST00000497110.1
ENST00000630606.2	ENST00000573196.5
ENST00000306589.7	ENST00000343584.11
ENST00000644226.1	ENST00000546167.5
ENST00000707261.1	ENST00000682141.1
ENST00000708225.1	ENST00000559178.5
ENST00000613910.4	ENST00000412608.5
ENST00000645931.1	ENST00000557028.5
ENST00000639094.1	ENST00000639731.1
ENST00000639094.1	ENST00000639410.1
ENST00000639094.1	ENST00000639103.1
ENST00000639094.1	ENST00000638457.1
ENST00000639094.1	ENST00000639084.1
ENST00000639094.1	ENST00000610961.1
ENST00000639094.1	ENST00000639547.1
ENST00000639094.1	ENST00000639551.1
ENST00000639094.1	ENST00000640480.1
ENST00000639094.1	ENST00000610626.1
ENST00000639094.1	ENST00000638503.1
ENST00000639094.1	ENST00000638557.1
ENST00000639094.1	ENST00000639803.1
ENST00000639094.1	ENST00000610371.1
ENST00000639094.1	ENST00000613200.1
ENST00000639094.1	ENST00000610836.1
ENST00000639094.1	ENST00000619623.1
ENST00000639094.1	ENST00000622649.1
ENST00000639094.1	ENST00000611341.1
ENST00000639094.1	ENST00000610679.1
ENST00000639094.1	ENST00000639660.1
ENST00000639094.1	ENST00000618313.1
ENST00000639094.1	ENST00000639721.1
ENST00000639094.1	ENST00000613972.1
ENST00000639094.1	ENST00000617877.1
ENST00000639094.1	ENST00000621120.1
ENST00000639094.1	ENST00000610730.1
ENST00000639094.1	ENST00000412970.1
ENST00000642736.1	ENST00000558112.1
ENST00000710599.1	ENST00000682867.1
ENST00000628228.1	ENST00000556793.1
ENST00000631423.1	ENST00000622177.1
ENST00000673568.1	ENST00000371313.2
ENST00000710136.1	ENST00000703860.1
ENST00000710245.1	ENST00000476728.5
ENST00000709025.1	ENST00000396851.3
ENST00000634554.1	ENST00000599418.1
ENST00000645922.1	ENST00000558634.5
ENST00000579512.3	ENST00000578186.3
ENST00000595854.5	ENST00000624588.3
ENST00000456152.6	ENST00000383322.8
ENST00000644235.2	ENST00000399655.6
ENST00000445689.1	ENST00000707354.1
ENST00000615207.1	ENST00000613768.1
ENST00000615207.1	ENST00000613135.4
ENST00000615207.1	ENST00000616677.1
ENST00000615207.1	ENST00000615651.1
ENST00000615207.1	ENST00000621164.1
ENST00000615207.1	ENST00000613294.1
ENST00000615207.1	ENST00000613556.1
ENST00000615207.1	ENST00000611098.1
ENST00000447454.6	ENST00000452407.6
ENST00000447454.6	ENST00000428864.6
ENST00000645126.2	ENST00000357103.5
ENST00000414839.6	ENST00000424520.6
ENST00000414839.6	ENST00000429209.6
ENST00000414839.6	ENST00000383265.8
ENST00000414839.6	ENST00000432871.6
ENST00000632342.1	ENST00000518246.1
ENST00000710463.1	ENST00000674929.1
ENST00000672334.1	ENST00000438420.6
ENST00000673057.1	ENST00000560956.1
ENST00000673544.1	ENST00000477004.1
ENST00000489008.1	ENST00000484660.1
ENST00000489008.1	ENST00000483673.1
ENST00000489008.1	ENST00000470134.1
ENST00000489008.1	ENST00000481417.1
ENST00000489008.1	ENST00000489486.1
ENST00000489008.1	ENST00000489540.1
ENST00000707851.1	ENST00000496779.5
ENST00000649342.1	ENST00000649305.1
ENST00000709974.1	ENST00000598245.2
ENST00000709034.1	ENST00000602185.5
ENST00000458226.1	ENST00000445598.1
ENST00000458226.1	ENST00000440489.1
ENST00000458226.1	ENST00000457298.1
ENST00000399060.7	ENST00000455860.6
ENST00000633449.1	ENST00000528456.5
ENST00000708128.1	ENST00000609418.1
ENST00000708833.1	ENST00000641522.1
ENST00000710561.1	ENST00000530746.1
ENST00000632931.1	ENST00000613308.4
ENST00000672726.1	ENST00000541954.1
ENST00000645160.1	ENST00000647116.1
ENST00000626917.2	ENST00000555495.5
ENST00000625760.2	ENST00000368210.7
ENST00000615632.4	ENST00000565187.5
ENST00000639818.3	ENST00000645326.2
ENST00000615551.2	ENST00000523951.1
ENST00000444974.6	ENST00000424962.6
ENST00000444974.6	ENST00000414536.6
ENST00000709179.1	ENST00000452083.1
ENST00000710782.1	ENST00000529521.1
ENST00000618502.4	ENST00000345044.10
ENST00000673115.1	ENST00000588885.1
ENST00000707478.1	ENST00000679410.1
ENST00000632687.1	ENST00000617765.1
ENST00000634120.1	ENST00000556018.5
ENST00000621369.4	ENST00000615144.2
ENST00000621369.4	ENST00000617895.4
ENST00000621740.4	ENST00000622076.4
ENST00000631665.1	ENST00000567053.1
ENST00000633635.1	ENST00000609727.1
ENST00000652049.1	ENST00000652093.1
ENST00000563809.1	ENST00000563658.5
ENST00000563809.1	ENST00000562714.1
ENST00000634850.1	ENST00000507211.1
ENST00000645660.1	ENST00000488887.2
ENST00000640213.1	ENST00000576162.5
ENST00000645456.1	ENST00000530858.5
ENST00000711533.1	ENST00000579558.5
ENST00000632518.1	ENST00000621554.1
ENST00000628544.2	ENST00000626723.2
ENST00000628544.2	ENST00000629641.2
ENST00000628544.2	ENST00000629518.2
ENST00000708163.1	ENST00000559921.1
ENST00000645347.1	ENST00000560420.1
ENST00000709138.1	ENST00000525820.5
ENST00000330728.4	ENST00000641279.1
ENST00000495664.1	ENST00000488189.1
ENST00000495664.1	ENST00000487756.1
ENST00000495664.1	ENST00000469276.1
ENST00000495664.1	ENST00000471319.1
ENST00000643251.1	ENST00000558701.1
ENST00000632084.1	ENST00000575944.1
ENST00000708490.1	ENST00000520321.5
ENST00000632683.1	ENST00000571346.1
ENST00000631540.1	ENST00000458134.7
ENST00000707373.1	ENST00000504551.6
ENST00000708292.1	ENST00000522353.3
ENST00000710111.1	ENST00000703874.1
ENST00000646770.1	ENST00000397423.7
ENST00000645530.1	ENST00000565365.1
ENST00000454805.5	ENST00000443117.5
ENST00000454805.5	ENST00000374808.6
ENST00000454805.5	ENST00000515317.5
ENST00000454805.5	ENST00000419277.5
ENST00000637580.1	ENST00000636611.1
ENST00000711267.1	ENST00000421233.6
ENST00000490403.1	ENST00000491012.1
ENST00000490403.1	ENST00000473596.5
ENST00000640023.1	ENST00000580674.5
ENST00000672789.1	ENST00000510867.2
ENST00000643863.1	ENST00000554569.1
ENST00000627880.1	ENST00000527269.1
ENST00000708797.1	ENST00000557181.5
ENST00000672316.1	ENST00000571697.5
ENST00000638912.1	ENST00000576149.5
ENST00000643559.1	ENST00000556302.5
ENST00000416384.5	ENST00000375906.5
ENST00000640833.1	ENST00000572893.1
ENST00000626820.2	ENST00000525079.5
ENST00000708315.1	ENST00000506751.2
ENST00000633391.1	ENST00000533348.5
ENST00000611681.3	ENST00000393115.7
ENST00000484807.1	ENST00000498798.1
ENST00000484807.1	ENST00000470218.1
ENST00000708991.1	ENST00000641465.1
